ngoId,logo,yearEstablished,missionStatement,vision,objectives,legalStatus,areasOfOperation,activeStatus
058be9fb-d21c-38ff-882c-8d04b1698603,,,"With a mission to provide rehabilitation measures, Adarsh Foundation was started in the year 1998 in Kerala and is currently under the chairmanship of Shri. K P Padmakumar. Its dedication to its mission helped identify hundreds of children with disabilities from their birth.  The foundation has 3 centers with 15 physiotherapists and 18 special educators. Apart from that, it caters to about 55% children who are below 3 years and fall below the poverty line. Adarsh foundation has a full-time staff, special educators, and physiotherapists who work with equal dedication in taking the foundation closer to its mission day by day.  It has gone beyond in reaching out to those who need their support and help. Till date, with the support from the foundation, more than 200 children have been able to sculpt their way into the mainstream. Adarsh foundation has a staunch belief that rehabilitation is possible and disability can be specifically identified and treated with appropriate therapy and training. This makes it an institute of excellence in the rehabilitation of children with challenges.Help a differently abled child get independent with therapyHelp a differently abled child go to schoolX:",,,,,
67289f16-570a-355e-b5be-acec5077a493,,,"Vathsalya Charitable Trust was started in 1988 in Bangalore, Karnataka to offer shelter and security to homeless women and children. Vathsalya was started to supplement the services for child care and adoption of destitute children. Their mission is to facilitate the creation of an ecosystem for children to flourish within their adoptive and birth families, by leveraging our experience in the area of family preservation and strengthening. Vathsalya Charitable Trust was started with the goal of providing a family and a home for orphaned and abandoned children. The organization's mission is to preserve and provide a sustainable environment for a healthy mother, children, and families by providing nutrition, education, and counseling.Jessy Job, Executive Director of Vathsalya Charitable Trust is an experienced Social worker who has done her Master's in Social Science. She is specialized in Community Development programme and had been involved in various community programmes for the past 15 years. She also has a Counselling Diploma from TRADA as well as Gender Trainer Training course certificate from Lal Bahadur Shastri National Academy at Mussouri. Close to a 1000 children have received an educational scholarship though VathsalyaSponsor the school fees of a girl childNo. 717, 5th Cross, 1st Block,  HRBR Layout, Kalyan Nagar Bangalore 560043 Karnataka",,,,,
87268c1f-e34d-3319-a6bb-168ae12f58e9,,,"With 20,000 surgeries; around 30,000 eye screenings and more than 1500 eye surgeries to the children- this humongous work without a second thought are being done by Dr. Shroff's Charity eye hospital (SCEH). SCEH was founded in the year 1914 to facilitate eye care to the underprivileged. With a mission to be the best Tertiary Eye and ENT Care Institution in Northern India, the clinic stands out when it comes to quality eye care. Graduating from Royal college of Surgeries, London, Mr. Shroff established the eye care center in the year 1926 with the best equipment from those times. Right from Retinal to Cornea, eye cancers to surgeries, cataract to the general care; SCEH has 125 full-time staff with over 35 doctors attending constantly to those in need. SCEH is synonymous with a vision for its excellent and committed service.Restore eye sight to a patient with cataract surgerySponsor a phaco eye surgery for a poor patient",,,,,
f348bf29-b9a3-3452-ac63-603548f0dc85,,,"GRAVIS works in the States of Rajasthan, Uttarakhand, and the Bundelkhand region of Uttar Pradesh. Currently, GRAVIS' interventions support about 1.3 million people living in over 1,500 remote villages. The organisation believes in participatory community development that blends traditional knowledge and modern sciences and that promotes equality. education is one of the main pillars of sustainable development as it allows future generations' access to new ideas and resources. GRAVIS has been a strong proponent of education for the poor of the Thar Desert and has hopes of giving children a brighter and financially secure future. Till date, 98 schools with more than 7,000 students have been set up by GRAVIS and many of them are now run by village communities independently. These schools are often located in the areas of villages where no government school existed, and some provide midday meals for students. Once these schools are well established, GRAVIS hands over the administration to the local Village Development Committee or the state school system. GRAVIS donates bicycles to students who wish to attend secondary schools. This support focuses on female students who have to date been given 230 bicycles.GRAVIS has recently constructed a new girls hostel building in one of its centers where the girls will stay to receive middle and high school education. The center can accommodate up to 16 girls, who live there and participate in many activities.Educate a poor girl child from a remote village for a year3:",,,,,
91788bde-bcb0-3e52-8ced-da924209239e,,,"Apnalaya is a secular voluntary organization, that has been building self-sustaining communities since 1973. It aims to empower the disadvantaged to overcome the social, political and economic barriers and help them lead a better quality of life. They work with the most marginalized people dwelling in the slums of Mumbai. There are 4,200 children under 6 years of age at the center of Apnalaya’s Health Program.The Health and Disability related interventions emphasize on empowering community members to improve health seeking behavior and access healthcare instituted by government agencies. The Livelihood program equips young boys and girls, men and women to identify the potential of opportunities and turn them into economic productivity. They provide sewing classes, enroll and train women who otherwise have been under cultural restraints to stay away from income-generating activities.209 women have economically benefited from Self Help groups organized by Apnalaya. The Education and citizenship program aims to bring together the volunteers from the community so that they have a better understanding of the challenges faced by their community and identify their responsibilities towards it. In 2017, Apnalaya was awarded the Champion Level- GuideStar India Platinum for highest levels of transparency and public accountability.Help poor women get access to gynecology servicesEnable counselling help for domestic violence victimsSupport the education of poor adolescent children",,,,,
e87d69ca-b220-3465-b6da-c7b247edf4d6,,,"Haritika, as the name suggests, is a Trust that was formed for bringing about a green revolution in the water-scarce regions of Bundelkhand. By tapping into various water sources, they have proactively worked on sustainable projects relating to water harvesting and management, crop optimization, soil conservation and afforestation.  This initiative has complemented their focus on child education, women empowerment, health, environment and the socio-economic upliftment of the poor, in the communities, they work in. Their diligent efforts on more than 20 projects with support from national and international partners have resulted in the assured water supply to 42,000 people for domestic requirements and irrigation to a land of 13,000 hectares. These accomplishments resulted in an increase in the number of girl students attending schools and a considerable decrease in the number of cases of genito-urinary infections among other ailments.  With other projects on natural resources' management; water and sanitation; health and livelihood opportunities - members of Haritika aim at a just, enlightened, healthy and democratic Bundelkhand, free of hunger, poverty, environmental degradation and all forms of exploitation irrespective of age, sex, religion, and ethnicity.Support poor farmers with free saplings",,,,,
a62b003e-bfcc-3899-8ee9-d9b0c64dc3a2,,,"The biggest disease is not leprosy, but rather the feeling of being unwanted. Especially, when children are the victims of something that is not their fault. Maharashtra in the late 1970s was affected with Leprosy. The kids of these affected were shunned. A couple approached Social Scientist, Dr. Gokhale expressing their distress about the discrimination of their kids. Being a social scientist, Dr. Gokhale understood the importance of family. He considered their request and began to identify donors who are ready to sponsor the education of these children. This led to the establishment of Community Aid and Sponsorship Program (CASP) in 1976. CASP slowly shaped into a national voluntary organization by supporting underprivileged children and communities. It provides sponsorship & aid for education, health, and nutrition. Mr. Pramod Kale the president of CASP has been working in the field of Community Education and Development for a very long time. His work has been recognized with Padmashree in 1984 and Aryabhatta Award in 2006 of the Astronautical Society of India. With a mission to diversify and strengthen its organizational competency, CASP leads in developing and implementing strategies and programs. These programs enhance the capacities of children, families, and communities through empowerment, participation, and advocacy.Secure the future of a poor studentCASP Bhavan, S.No. 132/2,  Plot No.3, Pashan Baner Link Road,  Pashan, Pune 411021 Maharashtra",,,,,
95fa4b8b-9178-3d4e-969f-a3452dc7f098,,,"Priyadarshini Seva Mandali (PSM) commenced its journey on 27th April, 1991 with the aim to provide a platform for the unprivileged ones. The organisation is registered under A.P Fasli Telangana Society registration Act 1350 F.The organisation currently works with the grassroot level of the society in order to bring them back to the mainstream of life. They work in 5 revenue mandals in Khammam district, with headquarters in Khammam. Initially they started with a small group of people. However, with time, several like minded people joined them and became a wonderful part of their journey, contributing precious time in shaping the dream of a beautiful nation. They are focused on facilitating community organization and women empowerment that leads to sustainable development of the society.By means of several projects, PSM reached the poor through numerous programs like Women Empowerment, Non-pest Management, Livelihood programs, Nutrition and Medical support to HIV/AIDS effected/ infected Children, HIV/AIDS Awareness camps, PPTCT center for HIV/AIDS pregnant women and mid day meal program to destitute senior citizens.Priyadarshini Seva Mandali organizes Nutrition & Medical support to HIV children, serving mid day meals to 45-50 destitute senior citizens in Khammam. They now also have a home for the destitute senior citizens.Sponsor food expenses of a destitute and abandoned senior citizenSponsor living and medical expenses of a destitute and abandoned senior citizenSponsor nutritious food to provide strength to children with HIV to undergo treatmentSponsor medical help for HIV positive children",,,,,
8b516b4c-b9db-3ede-91d6-48929c94edb8,,,"With a vision to be the beacon of hope against cancer, The Indian Cancer Society (ICS) was established as India's first voluntary, non-profit, National Organization for Awareness, Detection, Cure, and Survivorship of those affected with cancer. Aimed at providing end-to-end cancer support, their projects indulge in encouraging awareness of prevention and curability of Cancer, facilitating early detection and offering emotional support and medical aid to patients.  Their various praiseworthy activities include cancer detection centers and mobile cancer detection camps that facilitate early detection of cancer, financial and emotional support throughout the treatment to poor cancer patients through accommodation, rehabilitation, and survivor support groups. Additionally, they assist the medical fraternity by providing a medium for the dissemination of information and research findings through the Indian Journal of Cancer.  Since its inception, ICS has sponsored and assisted numerous cancer patients in their fight against the disease and also received support for their activities from prestigious institutions like HDFC Asset Management Company, Sir Ratan Tata Trust, and A. H. Wadia Trust.",,,,,
25a529a3-7d9b-3695-89e0-7d8811ffdae6,,,"Delhi Council for Child Welfare started its work to provide care to the displaced, lost or abandoned children in the riots surrounding the Partition of India. It is an NGO that now provides services to the underprivileged children of Delhi and the neighboring regions to promote their health, development, economic and social wellbeing. The most well-known programme of DCCW is Palna, home for the abandoned, homeless and destitute children. At Palna, infants arrive in a precarious state of health and the best possible medical care is given to them. It is a home to those children whose parents relinquish them or surrendered to them by the Police. DCCW works towards creating awareness on matters of basic health and hygiene, nutrition, pre-natal and post-natal maternal and childcare to the women in rural areas and urban slums. They also conduct programmes aimed at the education of children from underprivileged families. The Orthopaedic Centre set by DCCW provides a complete range of rehabilitation services to physically disabled children, especially those affected by polio. More than 9,000 surgeries have been performed up to date and 25000 children have been fitted with polio aids. Their mission is to give every child the childhood they deserve.Support the rehabilitation of a special needs childHelp poor children take their first steps in educationSupport differently abled kids with medical care that can help them become independentSupport the care of abandoned newborn childrenSupport the critical Medical care of abandoned infants",,,,,
091b58fc-de56-3721-8ca5-932b8f6b1b2c,,,"DORD(Daudnagar Organisation for Rural Development) is an NGO that works for the upliftment of the poor and marginalized sections of the society, empowerment of women in both urban and rural areas and eradicates poverty, diseases, malnutrition, patriarchal violence, and exclusion. It strives towards its vision of the empowerment of the society through knowledge and action. There are various projects running under DORD which includes DORD Hospital, schools, free of cost cataract surgeries for poor and old people, children open shelter, women empowerment and many more. The DORD hospital has expanded its reach far to the southern parts of Bihar with no eye care services. It has performed around 8000+ surgeries in the year 2011-12 of which 79% have been free of cost.  The principal beneficiaries of the Anganwadi Training Centre are adolescent girls, all children below 6 years of age, pregnant and lactating mothers. Under the women empowerment scheme, it dreams to create an environment free from gender bias where everyone has equal rights and opportunities to grow. 123 malnourished children have been rehabilitated, and 421 children have taken up modern education in the past one year. The statistics of the development and the growth caused by the organization has been splendid.Gift sight by sponsoring a cataract surgery2nd Floor, Chitkohra House,  Dr. Ashraf Lane, S. P. Verma Road, ",,,,,
9dd65432-aaf3-3bc7-9d06-9d8f0ac682dc,,,"Sahyog is a committed NGO working towards the empowerment of slum dwellers. It was started in 2002 with the vision to bring smiles in the lives of underprivileged people. The word ""Sahyog"" beckons cooperation; to walk in cooperation with each other is what Sahyog is all about. Sahyog gives its Sahyog in providing quality education to slum children with an aim to facilitate their all round development and finally to mainstream these children into government schools. Sahyog is all about working in synergy with all the stakeholders of our community. Shekhar, the founder of Sahyog, happened to chance upon two small children working in a tea shop instead of attending school. This motivated him and a group of people sharing his dream to help children, start Sahyog.The programme began with five students which has now risen to 1850 students in 21 centres and 750 women in Adult literacy centers in Sultanpuri, Mangolpuri, Shakti Nagar, Nihal Vihar, Burari, Moti Nagar, Bawana, Budh Vihar, Gulabi Bagh, R.P Bagh. Delhi and NCR. Students are provided adequate infrastructure and regular support from teachers to prevent their dropout rate from school. The organisation is also flexible about supporting various other campaigns such as organising health camps, supporting the cause of women, destitute old people and so on. Till date, the organisation has been running with the help of cooperation extended by their team members, friends and relatives. Due to the happiness and response that they received from the beneficiaries, they long to spread our arms to reach out to more people. They need help in their mission to reach out to a minimum of 5000 underprivileged students within next two years. Every Sahyog you make will bring smiles to thousand.Fund a youth get trained in a skill",,,,,
e34fda04-9ea0-38a1-93e2-6b06829d6963,,,"Empowering Minds -Society for Research and Development (EM) is a registered NGO which utilizes various participative methodologies in working with individuals and communities for empowering them to attain a better quality of life and sustained development. They started with a voluntary training assignment for a research project with the local NGOs in Delhi and since then they have worked on various small but interesting projects like providing support services to individuals and groups on health-related matters, counseling, training and proposal development for grass root organizations etc. Education, Health, Skills development, research, and training are the areas that they focus on. 250 children have been re-enrolled in schools, 800 women reached under various awareness programme,60 families have received health-related counseling in the past one year under the organization.  They have transformed the lives of many by their ceaseless efforts in creating awareness about education, promoting mental and physical health care and support and recognizing their potentials and empowering individuals and communities for a better living.Educate an underprivileged childHelp a child stay in schoolH.",,,,,
bfbaae65-5d65-37e4-bec4-3fcf54b13243,,,"Grace Peter Charitable Trust works largely with local communities on initiatives linked to their social empowerment and livelihood support. The interventions includes, education, child health care, environment protection, health, gender issues and economic empowerment of women. GPCT has been working for more than 17 years and it is currently spread to over to 92 villages forming part of West Madurai Block of Madurai district in Tamil Nadu. So far, 20450 poor people have benefited by GPCT programs.The organization aims to bring about change in the life of people of rural India. They want to help underprivileged children and widows irrespective of caste, colour, language and religion. Our vision is to help the physically handicapped, blind, and HIV affected people.Grace and Peter were philanthropists. The organisation followed their footsteps in establishing this NGO and in following their ideals.No. of women provided with Sewing Machine - 26No. of women provided with Sarees - 40No. of Children provided with educational Support and Clothes - 55No. of children provided with Nutrition food - 50Provide nutrition support for a HIV positive childPlot No. 25, 14-11;7 Narmatha Nadhi 4th street",,,,,
e924105d-cb8a-3b2b-bddd-4754196a4f57,,,"The Indian Dreams Foundation (IDF) is dedicated to educate, empower and develop underprivileged communities by creating awareness on pressing issues such as importance of education and health. IDF’‘s journey began in 2004 when a group of like-minded people from various backgrounds decided to make a difference in the lives of those less privileged than them.After IDF was established as an NGO on January 24th 2005, it has relentlessly worked in the spheres of education, health, and women empowerment in under-privileged communities. IDF strongly believes in the power of education as a tool of empowerment and uses it to break taboos and stereotypes. This belief shapes all their programs and the work they do. Their flagship programs involve working with children in underprivileged communities with a view to enroll them in formal, informal or vocational education. These programs are supplemented by counselling sessions for families to highlight the importance of educating their children. Thus IDF adopts a grass-roots level approach where it takes into consideration both the children and the family, and endeavours to turn them towards education. Total Receipts for 2016-2017 - INR 2645016Total Payments for 2016-2017 - INR 2462341Activities and reach for the latest full Financial YearNo. of school dropouts children, out of school children and first time learner - 45No. of girls received education sponsorship - 72No. of children attended WASH workshop & No. of Hygiene Kits distributed to the children - 300No. of adolescent girls participated - 450No. of school adopted & No.of children benefited - 250No. of toilets constructed - 8No. of Girls participated - 37Rewards & RecognitionIn 2017, Indian Dreams Foundation was awarded the Certificate of Merit by the World CSR Congress & Awards CSR practicing in social workIn 2016, Indian Dreams Foundation was awarded the Certificate of Validation by the CAF India comply with the due diligence requirements of Charities Aid Foundation (CAF) IndiaIn 2016, Indian Dreams Foundation was awarded the Certificate of Achievement by the Global Giving September 2016 Global Giving AcceleratorIn 2017, Indian Dreams Foundation was awarded the Spirit of Humanity Awards 2017 by the Americares India Regional winner of North zone in education categoryIn 2015, Indian Dreams Foundation was awarded the 2015 Top - Rated Non Profit by the GreatNonProfits Top Rated Non ProfitIn 2016, Indian Dreams Foundation was awarded the ECOSOC - UN Consultative Status by the United Nations Special Consultative StatusIn 2015, Indian Dreams Foundation was awarded the Certificate of Accreditation by the Credibility Alliance Desirable Norms CategorySponsor formal education of a poor girl",,,,,
0b242f38-94fe-35d6-b18a-c4517519b0fb,,,"FMCH is a grassroots organization that focuses on bringing good health and nutrition intervention for women and children in vulnerable communities of Mumbai. Their programs encourage preventive health, balanced nutrition and child development practices in underprivileged communities. To this effect, they have adopted a holistic approach to embrace, educate and empower mothers and children in their social environment.  The FMCH Training Center was launched with the objective of developing a cadre of professionals across Maharashtra and eventually the entire country, that is equipped with the right knowledge and best practices in order to impact a larger community. Urban Nutrition Initiative and Project Poshan are nutrition-specific interventions where FMCH works closely with the families and communities at large to promote good health, hygiene, and nutrition practices.  The programs initiated by FMCH impact close to 927 pregnant and lactating mothers annually. They dream of a world where the potential of each child is not limited by poor early health or malnutritionAdopt a pregnant mother from an urban slumProvide nutrition to malnourished children",,,,,
aa8808e1-f115-3af4-b0e9-7238a380ca4b,,,"The Indian Association for the Blind (IAB) is popularly known as the temple for rehabilitation, that affirms its commitment to empower visually challenged people to practice self-reliance by providing comprehensive rehabilitation, education and employment opportunities to them. Based at Madurai, their special focus on economically disadvantaged visually challenged children and adults has fostered education and rehabilitation to more than 11,000 visually challenged people.  With over 24 projects that enhance the quality and quantity of educational and employment opportunities, their activities have benefited 20% of the visually challenged population of Tamil Nadu. The long list of awards that this association has been honored with includes the Millennium Award by All India Confederation for the Blind, New Delhi, CSR Award, IBN7 Super Idol Award and the National Award by the President of India. Providing assistance in education, career, and residence, the members of IAB are committed to raise the living standard of visually impaired people and help them travel the road to independence and self-reliance.Educate a visually impaired childSponsor living expenses of a visually challenged studentFeed a visually challenged resident ",,,,,
728e61e0-fb3c-3997-9c5b-05a07915ef2e,,,"SPPD works among poor, orphaned and underprivileged children, children with HIV and abandoned, deserted women like widows, helpless and resource poor farmers to ensure their rights and development. They also provide relief and rehabilitation to victims of disaster and train them on disaster preparedness.SPPD envisions a secure & sustainable community with special focus on empowering vulnerable groups through 5 broad thematic areas. education & skill development focuses on providing wholesome education to children and demand-driven skill training to youth. They also prioritise health which is central to human well being.Providing the children living with HIV/AIDS with monthly nutritional kit is one of other important activities. Their intervention with women groups is through building their capacity to become self reliant. India is primarily an agrarian country and hence SPPD strongly believes in reviving agriculture and making it profitable and sustainable.This would solve many of the socio-economic issues that the rural population faces. The organization has trained small & marginal farmers in sustainable agriculture and has demonstrated the scope of dry land farming in a semi-arid region by establishing a model farm cum training centre. Yet another major initiative for Organic farming practices of SPPD is the propagation of preserved green fodder among the farmers of these drought prone districts. Disaster relief, rehabilitation, and more importantly training on Disaster Preparedness forms a part of interventions of SPPD.Today, SPPD has been executing projects in partnership with the state government, central government, corporate, Not-for-profit organizations and individual philanthropists from India & abroad. The organisation has an impeccable track record of executing several projects which has transformed thousands of lives and stands testimony to the organisation's commitment & expertise. The organization has been enlisted by Global Giving - U.S, U.K and GiveIndia, TATA power and Your Cause that demonstrates its credibility, transparency and management.Sponsor education materials for a poor middle school student1;",,,,,
6e5d1b18-f4ff-3547-a9e4-9b561cb0636e,,,"Miracle Foundation India is an international non-profit organisation for children, with headquarters in New Delhi, Austin, Texas, and New York City. A majority of the work is conducted in India, an epicenter of the global orphan crisis. Our approach is rooted in years of on-the-ground experience, driven by a careful methodology and powered by a deep passion to improve the lives of children and give them a chance to grow up in a family. We believe in collaboration as we know this work is bigger than any one organization. We are excited to be part of a global network of non - profit organizations leading the worldwide movement to end the need for Child Care Institutions by 2040. Miracle Foundation India aims to bring life-changing care to orphaned and vulnerable children in India. We are working to reform care systems for children in orphanages and ensure that every child has a loving family. Of the 8 million children living in orphanages around the world, 80% have a living parent or relative. We partner with community-based organizations to strengthen communities and families and make every effort to reunite these children with their birth family, if possible. For abandoned children, we actively explore solutions by advocating for an adoptive family. For children who cannot be reunified or adopted, we provide a family environment by working closely with institutions to improve their quality of care and turn them into children's homes. Our 'Child First' approach is multi-faceted, collaborative and community-based. We focus on strengthening Children's Homes in rural and semi-urban areas through a codified measurable standard which ensures that orphans are educated, fed, loved and safe. Our Thrive Scale assesses the Homes on a set of 12 rights based on the United Nations Convention on the Rights of the Child. This measures success, guards against corruption and reports real results. For the past 20 years, Miracle Foundation India has improved the lives of more than 15,000 orphaned and vulnerable children in need and impacted more than 300 CCIs in India. Until all children are in a loving family, we will continue to make sure they thrive wherever they are.",,,,,
d1780b43-f96e-37c5-bf8d-ad092ccf2379,,,"Aarti for Girls started in 1992 (under the legal entity VIJAY FOUNDATION TRUST). It is an NGO based in Kadapa, Andhra Pradesh. Aarti Home runs an Orphanage Home for abandoned & destitute girl children.All the Aarti activities are centered in a current building which was built in 1996. It now has over 120 kids and also serves as a livelihood training/outreach/volunteer/helpline center. With 25 years of experience raising abandoned children, they realized that the best way to bring up such disturbed children would be to give them an environment that's less institutionalized and more family based. The basic idea of Aarti Village is to provide a family based environment which gives the child security, love and stability.Provide shelter to abandoned girls",,,,,
d4c6b4bd-719a-39b8-bade-5b3bb8b07d03,,,"J Watumull Global Hospital & Research Centre (GHRC), considered as a haven for healing, was commissioned with a view to deliver healthcare to all, irrespective of the patient's economic or social standing. Based at Mt Abu in the Sirohi district, the founders initiated their services with only four hospitals with bed strength of 457 serving 750,000 people. Now, with over 800 staff members their annual services claim more than 136,000 free consultations at hospitals and fields, over 3500 patients and at least 1500 minor and major operations.  Their noble objective shines brightly with the fact that in 25 years, no patient has ever been turned away for want of money to pay his or her bill. GHRC was awarded the Office of the Commissioner of Customs Jodhpur Certification for offering services to the community on free or no profit-no loss basis. Additionally, they achieved the Rajasthan Government's appreciation of Rastriya Bal Swasthya Karyakram for providing advanced treatment to needy sick children.  GHRCs tremendous efforts have built a strong bridge to realizing their mission to provide world-class complete healthcare services, responsibly and with a human touch at affordable prices.Help rural women get access to gynecology careHelp rural children get access to pediatric care",,,,,
efaa3990-612a-3bec-85b6-892e37a0be54,,,"Vikash is a voluntary organisation based out of Bhubaneshwar and founded in the year 1986. It believes in the human initiative, strength, and innovativeness rather than charity.The organization is working in 14 underdeveloped districts of Odisha, covering over one million individuals. Vikash has been working in the Puri and Khordha districts of Odisha with poor mentally challenged children affected by epilepsy. Being physically weak, they are mostly bed-ridden and suffer from regular bouts of epilepsy. It aims to maximise the potential of the disabled by enhancing their physical strength with the help of medicines. Multi-Rehab workers in the project areas, visit homes of the severely disabled to provide therapy, training, and counseling to the families. These visits teach the parents about how to care for their disabled child.  The community-based rehabilitation programme has limited scope to empower the disabled children who have higher levels of disabilities. These children need institutionalized care for a couple of weeks/months. This led to the birth of Mukti Kiran- a residential facility. It hires specialists from the city for intervention.Poor families could not meet the cost of such services. Hence it relies on donation to serve to all those in need.Sponsor medicines for a mentally challenged patient",,,,,
f357c3de-5989-39c9-a533-f9d9d62c5507,,,"The mission of Disha Foundation is to contribute to the creation of a society which provides equal opportunity to persons with disability, to live with dignity and realize their maximum potential.Mrs. P.N. Kavoori is the founder of Disha Foundation and provides special education at the centre for differently abled children. She established Disha Foundation with the Khaitan family, with full support from Rajmata Gayatri Devi and the royal family. The organization was registered as a trust in 1997.The school has all facilities for the special education as well as physiotherapy and other relevant activities for children with special needs. The organisation has had many students excelling in sports and participating and winning gold in international podiums as well.No. of mothers of special children who took training to handle their special child at home - 47No. of Special children who had undergone screening, assessment, intervention and evaluation - 142No of special children who had undergone Pre vocational & vocational training - 24No. of parents who took counselling & training sessions - 142No. of special needs people under Community Based Rehabilitation program who have undergone screening, identify, assessment & advocacy - 54Ms. Rainu Singh, Executive Director of Disha, currently leads the organisation has two decades of experience in working for various social issues. Six years of dedicated efforts to bring Disha to an institute of great repute brought her rewards from the Govt of Rajasthan when it appointed Ms. Rainu Singh as Commissioner Disabilities for the state with a rank equal to a State Minister in July 2013. She was responsible for implementing Acts and Policies in the State and listening to the grievances of people with disabilities across the State.Sponsor physiotherapy sessions for a differently abled person",,,,,
6669e1ed-fae9-3f39-b5ee-4f245b8d6ac7,,,"Janmitram' translates to """"Friends of People and that is exactly what the organisation, Janmitram Kalyan Samiti has been for the tribal people in remote Chhattisgarh. The organisation was established in October 2002. Since then it has been working with the government and community towards development. Janmitram Kalyan Samiti was started by a group of youth with a common aim to fulfil their desire of serving the society.The founders of the organisation have had an academic and professional background in forestry. Therefore the organisation naturally started working in forest-related programmes in tribal and rural areas. Janmitram initially worked for livelihood enhancement and natural resource management. Health and skill development programmes were added in due course of time.The mission of the organisation is to intervene, among backward and disadvantaged communities, by raising awareness and skill, to make them able to recognize better opportunities, offered by our nation.Dr. Mukesh Giri Goswami is instrumental in the inception and growth of the organisation. Dr. Goswami is a specialist in natural resource management including soil, water and forest conservation. In his words, """"Make footprints in hearts to be remembered rather than leaving carbon footprints on the heart of the mother Earth"""".The organisation has a varied range of activities, from making farm ponds, to vegetable garden cultivation, setting pumps and deepening wells as well as creating awareness among female sex workers.They have also received a number of rewards recently, including the Best NGO by the Women and Child Department, Raigarh under Beti Bachao-Beti Padhao scheme.Sponsor seeds and fertilizers for an underprivileged tribal farmer",,,,,
67ce224e-ff8e-3721-8d89-77e817b26c25,,,"Kalinga Institute of Social Sciences (KISS) is a 25-year-old organization that was founded in Orissa as a residential tribal school with the objective of providing quality education to the tribal children to help them overcome poverty and injustice. Considering education akin to providing eyesight to the blind, the founder of the institution rode on a mission to eradicate poverty and empower the destitute sections of the society through education and sustainable livelihood preserving the tribal heritage, culture, and values. The efforts of their strong workforce of 927 full-time staff and 1295 volunteers quickly gained momentum and started transforming the tribal areas with a student strength of crossing 25,000 and over 10000 meals served daily.  KISS was bestowed as one of the Top 10 in India and Ranked 223rd amongst the Best 500 NGOs in the World by the NGO Advisor. Further, it was also awarded the Platinum level Certification by the Guide star India for its Documentation, Financial transparency and Compliance. KISS has persistently strived to become a preferred center of learning for the poor indigenous sections of the society with their focus on formal education aimed at providing sustainable livelihood and scope for holistic development.Sponsor the meals of a poor tribal childEducate a poor tribal child Bhubaneswar 751024 Odisha",,,,,
c368f7ed-d436-3592-8f33-cd8de84fc71d,,,"ETASHA (Enabling and Training Adolescents for Successful and healthy Adulthood) is a Delhi-based NGO training disadvantaged young Indians for employment in the organised sector. Their mission is to equip people to make the right choices at the right time and enable them to lead successful and healthy lives. Each of their programmes are geared towards developing employability skills to enable communities to become employed, self sufficient and live lives with dignity. ETASHA's core activities are aimed at engaging various stakeholders to holistically impact communities by orienting them to value and respect skills. These activities are vocational training and placement, career guidance, life skills development, employability skills training, training of employability skills trainers, and development of women entrepreneurs.Sponsor vocational training for youth living in slums",,,,,
15053c35-2ac3-3b38-a1eb-0d95e7fc33d8,,,"The Jai Vakeel Foundation and Research Center provides holistic services delivered by well-trained staff through a nationally recognized curriculum and an engaged parent body. This curriculum includes languages, math, environmental studies, art, yoga and activities of daily living. The foundation aims to deliver a physical, social and cultural environment compatible to greater learning and growth for individuals with intellectual disability. It started from their home educating and providing therapy to a few children to today, a two-acre campus in Sewri - Mumbai along with 2 rural branches in Pune and Nashik district. Today, they are the largest and oldest non-profit serving the intellectually differently abled.",,,,,
38d0272e-1cd5-36ce-b15c-4a11e5e34e86,,,"Railway Children India was established in 2013 as a non-profit organisation under Section 8 of The Companies Act, 2013 with a vision to 'create a world where no child ever has to live on the streets.' Across the world, millions of children are forced to survive alone on the streets. In India, every five minutes a child arrives alone at a railway station. Immediately, they face violence, exploitation, trafficking and abuse. These children make money any way they can, scavenge for scraps of food and sleep huddled together in groups for safety. Their lives are surrounded by violence and often cut short. We are working to change this for good.",,,,,
f2a268aa-6dbb-3339-87ae-5611e64ed92b,,,"Gunjan Foundation is a non-government organization founded in 2004 with a mission to pursue educational and other welfare measures for the upliftment of the underprivileged sections of the society. Gunjan reaches out to children, especially girls, to promote empowerment through education. It enables beneficiaries to achieve self-respect and self-reliance, which fosters hope and confidence in fulfilling their lives.Gunjan Foundation was visualized by Mrs. Sushma Singhvi to provide a forum for education and personality development for the underprivileged sections of the society in slum areas. Late Sh.Ram Niwas Mirdha was the motivating force behind this project.In 2015, Sushma Singhvi was awarded the “Woman of the year” by the All India Achievers' Award. In 2016, Sushma Singhvi was awarded the “Double Helical Award” by the Double Helical Social Worker and a year later, she was awarded the “Guest Of Honour” by the Heart & Soul Women Rising.As of 2020-2021, we are a team of 19 full-time working staff members and 2 part-time staff members. We have 4 volunteers offering their support. We have successfully impacted 210 children from Nursery to grade 5 by providing education. Our total receipts for 2016-17 is INR 12733826 and payments for 2017-17 is INR 4884961Sponsor education of a child",,,,,
